date,tic,close,return_t-1,ma_3,ma_5
2024-04-14,CASH,1000.0,0.0,1000.0,1000.0
2024-04-15,CASH,1000.0,0.0,1000.0,1000.0
2024-04-16,CASH,1000.0,0.0,1000.0,1000.0
2024-04-17,CASH,1000.0,0.0,1000.0,1000.0
2024-04-18,CASH,1000.0,0.0,1000.0,1000.0
2024-04-19,CASH,1000.0,0.0,1000.0,1000.0
2024-04-20,CASH,1000.0,0.0,1000.0,1000.0
2024-04-21,CASH,1000.0,0.0,1000.0,1000.0
2024-04-22,CASH,1000.0,0.0,1000.0,1000.0
2024-04-23,CASH,1000.0,0.0,1000.0,1000.0
2024-04-24,CASH,1000.0,0.0,1000.0,1000.0
2024-04-25,CASH,1000.0,0.0,1000.0,1000.0
2024-04-26,CASH,1000.0,0.0,1000.0,1000.0
2024-04-27,CASH,1000.0,0.0,1000.0,1000.0
2024-04-28,CASH,1000.0,0.0,1000.0,1000.0
2024-04-29,CASH,1000.0,0.0,1000.0,1000.0
2024-04-30,CASH,1000.0,0.0,1000.0,1000.0
2024-05-01,CASH,1000.0,0.0,1000.0,1000.0
2024-05-02,CASH,1000.0,0.0,1000.0,1000.0
2024-05-03,CASH,1000.0,0.0,1000.0,1000.0
2024-05-04,CASH,1000.0,0.0,1000.0,1000.0
2024-05-05,CASH,1000.0,0.0,1000.0,1000.0
2024-05-06,CASH,1000.0,0.0,1000.0,1000.0
2024-05-07,CASH,1000.0,0.0,1000.0,1000.0
2024-05-08,CASH,1000.0,0.0,1000.0,1000.0
2024-05-09,CASH,1000.0,0.0,1000.0,1000.0
2024-05-10,CASH,1000.0,0.0,1000.0,1000.0
2024-05-11,CASH,1000.0,0.0,1000.0,1000.0
2024-05-12,CASH,1000.0,0.0,1000.0,1000.0
2024-05-13,CASH,1000.0,0.0,1000.0,1000.0
2024-05-14,CASH,1000.0,0.0,1000.0,1000.0
2024-05-15,CASH,1000.0,0.0,1000.0,1000.0
2024-05-16,CASH,1000.0,0.0,1000.0,1000.0
2024-05-17,CASH,1000.0,0.0,1000.0,1000.0
2024-05-18,CASH,1000.0,0.0,1000.0,1000.0
2024-05-19,CASH,1000.0,0.0,1000.0,1000.0
2024-05-20,CASH,1000.0,0.0,1000.0,1000.0
2024-05-21,CASH,1000.0,0.0,1000.0,1000.0
2024-05-22,CASH,1000.0,0.0,1000.0,1000.0
2024-05-23,CASH,1000.0,0.0,1000.0,1000.0
2024-05-24,CASH,1000.0,0.0,1000.0,1000.0
2024-05-25,CASH,1000.0,0.0,1000.0,1000.0
2024-05-26,CASH,1000.0,0.0,1000.0,1000.0
2024-05-27,CASH,1000.0,0.0,1000.0,1000.0
2024-05-28,CASH,1000.0,0.0,1000.0,1000.0
2024-05-29,CASH,1000.0,0.0,1000.0,1000.0
2024-05-30,CASH,1000.0,0.0,1000.0,1000.0
2024-05-31,CASH,1000.0,0.0,1000.0,1000.0
2024-06-01,CASH,1000.0,0.0,1000.0,1000.0
2024-06-02,CASH,1000.0,0.0,1000.0,1000.0
2024-06-03,CASH,1000.0,0.0,1000.0,1000.0
2024-06-04,CASH,1000.0,0.0,1000.0,1000.0
2024-06-05,CASH,1000.0,0.0,1000.0,1000.0
2024-06-06,CASH,1000.0,0.0,1000.0,1000.0
2024-06-07,CASH,1000.0,0.0,1000.0,1000.0
2024-06-08,CASH,1000.0,0.0,1000.0,1000.0
2024-06-09,CASH,1000.0,0.0,1000.0,1000.0
2024-06-10,CASH,1000.0,0.0,1000.0,1000.0
2024-06-11,CASH,1000.0,0.0,1000.0,1000.0
2024-06-12,CASH,1000.0,0.0,1000.0,1000.0
2024-06-13,CASH,1000.0,0.0,1000.0,1000.0
2024-06-14,CASH,1000.0,0.0,1000.0,1000.0
2024-06-15,CASH,1000.0,0.0,1000.0,1000.0
2024-06-16,CASH,1000.0,0.0,1000.0,1000.0
2024-06-17,CASH,1000.0,0.0,1000.0,1000.0
2024-06-18,CASH,1000.0,0.0,1000.0,1000.0
2024-06-19,CASH,1000.0,0.0,1000.0,1000.0
2024-06-20,CASH,1000.0,0.0,1000.0,1000.0
2024-06-21,CASH,1000.0,0.0,1000.0,1000.0
2024-06-22,CASH,1000.0,0.0,1000.0,1000.0
2024-06-23,CASH,1000.0,0.0,1000.0,1000.0
2024-06-24,CASH,1000.0,0.0,1000.0,1000.0
2024-06-25,CASH,1000.0,0.0,1000.0,1000.0
2024-06-26,CASH,1000.0,0.0,1000.0,1000.0
2024-06-27,CASH,1000.0,0.0,1000.0,1000.0
2024-06-28,CASH,1000.0,0.0,1000.0,1000.0
2024-06-29,CASH,1000.0,0.0,1000.0,1000.0
2024-06-30,CASH,1000.0,0.0,1000.0,1000.0
2024-07-01,CASH,1000.0,0.0,1000.0,1000.0
2024-07-02,CASH,1000.0,0.0,1000.0,1000.0
2024-07-03,CASH,1000.0,0.0,1000.0,1000.0
2024-07-04,CASH,1000.0,0.0,1000.0,1000.0
2024-07-05,CASH,1000.0,0.0,1000.0,1000.0
2024-07-06,CASH,1000.0,0.0,1000.0,1000.0
2024-07-07,CASH,1000.0,0.0,1000.0,1000.0
2024-07-08,CASH,1000.0,0.0,1000.0,1000.0
2024-07-09,CASH,1000.0,0.0,1000.0,1000.0
2024-07-10,CASH,1000.0,0.0,1000.0,1000.0
2024-07-11,CASH,1000.0,0.0,1000.0,1000.0
2024-07-12,CASH,1000.0,0.0,1000.0,1000.0
2024-07-13,CASH,1000.0,0.0,1000.0,1000.0
2024-07-14,CASH,1000.0,0.0,1000.0,1000.0
2024-07-15,CASH,1000.0,0.0,1000.0,1000.0
2024-07-16,CASH,1000.0,0.0,1000.0,1000.0
2024-07-17,CASH,1000.0,0.0,1000.0,1000.0
2024-07-18,CASH,1000.0,0.0,1000.0,1000.0
2024-07-19,CASH,1000.0,0.0,1000.0,1000.0
2024-07-20,CASH,1000.0,0.0,1000.0,1000.0
2024-07-21,CASH,1000.0,0.0,1000.0,1000.0
2024-07-22,CASH,1000.0,0.0,1000.0,1000.0
2024-07-23,CASH,1000.0,0.0,1000.0,1000.0
2024-07-24,CASH,1000.0,0.0,1000.0,1000.0
2024-07-25,CASH,1000.0,0.0,1000.0,1000.0
2024-07-26,CASH,1000.0,0.0,1000.0,1000.0
2024-07-27,CASH,1000.0,0.0,1000.0,1000.0
2024-07-28,CASH,1000.0,0.0,1000.0,1000.0
2024-07-29,CASH,1000.0,0.0,1000.0,1000.0
2024-07-30,CASH,1000.0,0.0,1000.0,1000.0
2024-07-31,CASH,1000.0,0.0,1000.0,1000.0
2024-08-01,CASH,1000.0,0.0,1000.0,1000.0
2024-08-02,CASH,1000.0,0.0,1000.0,1000.0
2024-08-03,CASH,1000.0,0.0,1000.0,1000.0
2024-08-04,CASH,1000.0,0.0,1000.0,1000.0
2024-08-05,CASH,1000.0,0.0,1000.0,1000.0
2024-08-06,CASH,1000.0,0.0,1000.0,1000.0
2024-08-07,CASH,1000.0,0.0,1000.0,1000.0
2024-08-08,CASH,1000.0,0.0,1000.0,1000.0
2024-08-09,CASH,1000.0,0.0,1000.0,1000.0
2024-08-10,CASH,1000.0,0.0,1000.0,1000.0
2024-08-11,CASH,1000.0,0.0,1000.0,1000.0
2024-08-12,CASH,1000.0,0.0,1000.0,1000.0
2024-08-13,CASH,1000.0,0.0,1000.0,1000.0
2024-08-14,CASH,1000.0,0.0,1000.0,1000.0
2024-08-15,CASH,1000.0,0.0,1000.0,1000.0
2024-08-16,CASH,1000.0,0.0,1000.0,1000.0
2024-08-17,CASH,1000.0,0.0,1000.0,1000.0
2024-08-18,CASH,1000.0,0.0,1000.0,1000.0
2024-08-19,CASH,1000.0,0.0,1000.0,1000.0
2024-08-20,CASH,1000.0,0.0,1000.0,1000.0
2024-08-21,CASH,1000.0,0.0,1000.0,1000.0
2024-08-22,CASH,1000.0,0.0,1000.0,1000.0
2024-08-23,CASH,1000.0,0.0,1000.0,1000.0
2024-08-24,CASH,1000.0,0.0,1000.0,1000.0
2024-08-25,CASH,1000.0,0.0,1000.0,1000.0
2024-08-26,CASH,1000.0,0.0,1000.0,1000.0
2024-08-27,CASH,1000.0,0.0,1000.0,1000.0
2024-08-28,CASH,1000.0,0.0,1000.0,1000.0
2024-08-29,CASH,1000.0,0.0,1000.0,1000.0
2024-08-30,CASH,1000.0,0.0,1000.0,1000.0
2024-08-31,CASH,1000.0,0.0,1000.0,1000.0
2024-09-01,CASH,1000.0,0.0,1000.0,1000.0
2024-09-02,CASH,1000.0,0.0,1000.0,1000.0
2024-09-03,CASH,1000.0,0.0,1000.0,1000.0
2024-09-04,CASH,1000.0,0.0,1000.0,1000.0
2024-09-05,CASH,1000.0,0.0,1000.0,1000.0
2024-09-06,CASH,1000.0,0.0,1000.0,1000.0
2024-09-07,CASH,1000.0,0.0,1000.0,1000.0
2024-09-08,CASH,1000.0,0.0,1000.0,1000.0
2024-09-09,CASH,1000.0,0.0,1000.0,1000.0
2024-09-10,CASH,1000.0,0.0,1000.0,1000.0
2024-09-11,CASH,1000.0,0.0,1000.0,1000.0
2024-09-12,CASH,1000.0,0.0,1000.0,1000.0
2024-09-13,CASH,1000.0,0.0,1000.0,1000.0
2024-09-14,CASH,1000.0,0.0,1000.0,1000.0
2024-09-15,CASH,1000.0,0.0,1000.0,1000.0
2024-09-16,CASH,1000.0,0.0,1000.0,1000.0
2024-09-17,CASH,1000.0,0.0,1000.0,1000.0
2024-09-18,CASH,1000.0,0.0,1000.0,1000.0
2024-09-19,CASH,1000.0,0.0,1000.0,1000.0
2024-09-20,CASH,1000.0,0.0,1000.0,1000.0
2024-09-21,CASH,1000.0,0.0,1000.0,1000.0
2024-09-22,CASH,1000.0,0.0,1000.0,1000.0
2024-09-23,CASH,1000.0,0.0,1000.0,1000.0
2024-09-24,CASH,1000.0,0.0,1000.0,1000.0
2024-09-25,CASH,1000.0,0.0,1000.0,1000.0
2024-09-26,CASH,1000.0,0.0,1000.0,1000.0
2024-09-27,CASH,1000.0,0.0,1000.0,1000.0
2024-09-28,CASH,1000.0,0.0,1000.0,1000.0
2024-09-29,CASH,1000.0,0.0,1000.0,1000.0
2024-09-30,CASH,1000.0,0.0,1000.0,1000.0
2024-10-01,CASH,1000.0,0.0,1000.0,1000.0
2024-10-02,CASH,1000.0,0.0,1000.0,1000.0
2024-10-03,CASH,1000.0,0.0,1000.0,1000.0
2024-10-04,CASH,1000.0,0.0,1000.0,1000.0
2024-10-05,CASH,1000.0,0.0,1000.0,1000.0
2024-10-06,CASH,1000.0,0.0,1000.0,1000.0
2024-10-07,CASH,1000.0,0.0,1000.0,1000.0
2024-10-08,CASH,1000.0,0.0,1000.0,1000.0
2024-10-09,CASH,1000.0,0.0,1000.0,1000.0
2024-10-10,CASH,1000.0,0.0,1000.0,1000.0
2024-10-11,CASH,1000.0,0.0,1000.0,1000.0
2024-10-12,CASH,1000.0,0.0,1000.0,1000.0
2024-10-13,CASH,1000.0,0.0,1000.0,1000.0
2024-10-14,CASH,1000.0,0.0,1000.0,1000.0
2024-10-15,CASH,1000.0,0.0,1000.0,1000.0
2024-10-16,CASH,1000.0,0.0,1000.0,1000.0
2024-10-17,CASH,1000.0,0.0,1000.0,1000.0
2024-10-18,CASH,1000.0,0.0,1000.0,1000.0
2024-10-19,CASH,1000.0,0.0,1000.0,1000.0
2024-10-20,CASH,1000.0,0.0,1000.0,1000.0
2024-10-21,CASH,1000.0,0.0,1000.0,1000.0
2024-10-22,CASH,1000.0,0.0,1000.0,1000.0
2024-10-23,CASH,1000.0,0.0,1000.0,1000.0
2024-10-24,CASH,1000.0,0.0,1000.0,1000.0
2024-10-25,CASH,1000.0,0.0,1000.0,1000.0
2024-10-26,CASH,1000.0,0.0,1000.0,1000.0
2024-10-27,CASH,1000.0,0.0,1000.0,1000.0
2024-10-28,CASH,1000.0,0.0,1000.0,1000.0
2024-10-29,CASH,1000.0,0.0,1000.0,1000.0
2024-10-30,CASH,1000.0,0.0,1000.0,1000.0
2024-10-31,CASH,1000.0,0.0,1000.0,1000.0
2024-11-01,CASH,1000.0,0.0,1000.0,1000.0
2024-11-02,CASH,1000.0,0.0,1000.0,1000.0
2024-11-03,CASH,1000.0,0.0,1000.0,1000.0
2024-11-04,CASH,1000.0,0.0,1000.0,1000.0
2024-11-05,CASH,1000.0,0.0,1000.0,1000.0
2024-11-06,CASH,1000.0,0.0,1000.0,1000.0
2024-11-07,CASH,1000.0,0.0,1000.0,1000.0
2024-11-08,CASH,1000.0,0.0,1000.0,1000.0
2024-11-09,CASH,1000.0,0.0,1000.0,1000.0
2024-11-10,CASH,1000.0,0.0,1000.0,1000.0
2024-11-11,CASH,1000.0,0.0,1000.0,1000.0
2024-11-12,CASH,1000.0,0.0,1000.0,1000.0
2024-11-13,CASH,1000.0,0.0,1000.0,1000.0
2024-11-14,CASH,1000.0,0.0,1000.0,1000.0
2024-11-15,CASH,1000.0,0.0,1000.0,1000.0
2024-11-16,CASH,1000.0,0.0,1000.0,1000.0
2024-11-17,CASH,1000.0,0.0,1000.0,1000.0
2024-11-18,CASH,1000.0,0.0,1000.0,1000.0
2024-11-19,CASH,1000.0,0.0,1000.0,1000.0
2024-11-20,CASH,1000.0,0.0,1000.0,1000.0
2024-11-21,CASH,1000.0,0.0,1000.0,1000.0
2024-11-22,CASH,1000.0,0.0,1000.0,1000.0
2024-11-23,CASH,1000.0,0.0,1000.0,1000.0
2024-11-24,CASH,1000.0,0.0,1000.0,1000.0
2024-11-25,CASH,1000.0,0.0,1000.0,1000.0
2024-11-26,CASH,1000.0,0.0,1000.0,1000.0
2024-11-27,CASH,1000.0,0.0,1000.0,1000.0
2024-11-28,CASH,1000.0,0.0,1000.0,1000.0
2024-11-29,CASH,1000.0,0.0,1000.0,1000.0
2024-11-30,CASH,1000.0,0.0,1000.0,1000.0
2024-12-01,CASH,1000.0,0.0,1000.0,1000.0
2024-12-02,CASH,1000.0,0.0,1000.0,1000.0
2024-12-03,CASH,1000.0,0.0,1000.0,1000.0
2024-12-04,CASH,1000.0,0.0,1000.0,1000.0
2024-12-05,CASH,1000.0,0.0,1000.0,1000.0
2024-12-06,CASH,1000.0,0.0,1000.0,1000.0
2024-12-07,CASH,1000.0,0.0,1000.0,1000.0
2024-12-08,CASH,1000.0,0.0,1000.0,1000.0
2024-12-09,CASH,1000.0,0.0,1000.0,1000.0
2024-12-10,CASH,1000.0,0.0,1000.0,1000.0
2024-12-11,CASH,1000.0,0.0,1000.0,1000.0
2024-12-12,CASH,1000.0,0.0,1000.0,1000.0
2024-12-13,CASH,1000.0,0.0,1000.0,1000.0
2024-12-14,CASH,1000.0,0.0,1000.0,1000.0
2024-12-15,CASH,1000.0,0.0,1000.0,1000.0
2024-12-16,CASH,1000.0,0.0,1000.0,1000.0
2024-12-17,CASH,1000.0,0.0,1000.0,1000.0
2024-12-18,CASH,1000.0,0.0,1000.0,1000.0
2024-12-19,CASH,1000.0,0.0,1000.0,1000.0
2024-12-20,CASH,1000.0,0.0,1000.0,1000.0
2024-12-21,CASH,1000.0,0.0,1000.0,1000.0
2024-12-22,CASH,1000.0,0.0,1000.0,1000.0
2024-12-23,CASH,1000.0,0.0,1000.0,1000.0
2024-12-24,CASH,1000.0,0.0,1000.0,1000.0
2024-12-25,CASH,1000.0,0.0,1000.0,1000.0
2024-12-26,CASH,1000.0,0.0,1000.0,1000.0
2024-12-27,CASH,1000.0,0.0,1000.0,1000.0
2024-12-28,CASH,1000.0,0.0,1000.0,1000.0
2024-12-29,CASH,1000.0,0.0,1000.0,1000.0
2024-12-30,CASH,1000.0,0.0,1000.0,1000.0
2024-12-31,CASH,1000.0,0.0,1000.0,1000.0
2025-01-01,CASH,1000.0,0.0,1000.0,1000.0
2025-01-02,CASH,1000.0,0.0,1000.0,1000.0
2025-01-03,CASH,1000.0,0.0,1000.0,1000.0
2025-01-04,CASH,1000.0,0.0,1000.0,1000.0
2025-01-05,CASH,1000.0,0.0,1000.0,1000.0
2025-01-06,CASH,1000.0,0.0,1000.0,1000.0
2025-01-07,CASH,1000.0,0.0,1000.0,1000.0
2025-01-08,CASH,1000.0,0.0,1000.0,1000.0
2025-01-09,CASH,1000.0,0.0,1000.0,1000.0
2025-01-10,CASH,1000.0,0.0,1000.0,1000.0
2025-01-11,CASH,1000.0,0.0,1000.0,1000.0
2025-01-12,CASH,1000.0,0.0,1000.0,1000.0
2025-01-13,CASH,1000.0,0.0,1000.0,1000.0
2025-01-14,CASH,1000.0,0.0,1000.0,1000.0
2025-01-15,CASH,1000.0,0.0,1000.0,1000.0
2025-01-16,CASH,1000.0,0.0,1000.0,1000.0
2025-01-17,CASH,1000.0,0.0,1000.0,1000.0
2025-01-18,CASH,1000.0,0.0,1000.0,1000.0
2025-01-19,CASH,1000.0,0.0,1000.0,1000.0
2025-01-20,CASH,1000.0,0.0,1000.0,1000.0
2025-01-21,CASH,1000.0,0.0,1000.0,1000.0
2025-01-22,CASH,1000.0,0.0,1000.0,1000.0
2025-01-23,CASH,1000.0,0.0,1000.0,1000.0
2025-01-24,CASH,1000.0,0.0,1000.0,1000.0
2025-01-25,CASH,1000.0,0.0,1000.0,1000.0
2025-01-26,CASH,1000.0,0.0,1000.0,1000.0
2025-01-27,CASH,1000.0,0.0,1000.0,1000.0
2025-01-28,CASH,1000.0,0.0,1000.0,1000.0
2025-01-29,CASH,1000.0,0.0,1000.0,1000.0
2025-01-30,CASH,1000.0,0.0,1000.0,1000.0
2025-01-31,CASH,1000.0,0.0,1000.0,1000.0
2025-02-01,CASH,1000.0,0.0,1000.0,1000.0
2025-02-02,CASH,1000.0,0.0,1000.0,1000.0
2025-02-03,CASH,1000.0,0.0,1000.0,1000.0
2025-02-04,CASH,1000.0,0.0,1000.0,1000.0
2025-02-05,CASH,1000.0,0.0,1000.0,1000.0
2025-02-06,CASH,1000.0,0.0,1000.0,1000.0
2025-02-07,CASH,1000.0,0.0,1000.0,1000.0
2025-02-08,CASH,1000.0,0.0,1000.0,1000.0
2025-02-09,CASH,1000.0,0.0,1000.0,1000.0
2025-02-10,CASH,1000.0,0.0,1000.0,1000.0
2025-02-11,CASH,1000.0,0.0,1000.0,1000.0
2025-02-12,CASH,1000.0,0.0,1000.0,1000.0
2025-02-13,CASH,1000.0,0.0,1000.0,1000.0
2025-02-14,CASH,1000.0,0.0,1000.0,1000.0
2025-02-15,CASH,1000.0,0.0,1000.0,1000.0
2025-02-16,CASH,1000.0,0.0,1000.0,1000.0
2025-02-17,CASH,1000.0,0.0,1000.0,1000.0
2025-02-18,CASH,1000.0,0.0,1000.0,1000.0
2025-02-19,CASH,1000.0,0.0,1000.0,1000.0
2025-02-20,CASH,1000.0,0.0,1000.0,1000.0
2025-02-21,CASH,1000.0,0.0,1000.0,1000.0
2025-02-22,CASH,1000.0,0.0,1000.0,1000.0
2025-02-23,CASH,1000.0,0.0,1000.0,1000.0
2025-02-24,CASH,1000.0,0.0,1000.0,1000.0
2025-02-25,CASH,1000.0,0.0,1000.0,1000.0
2025-02-26,CASH,1000.0,0.0,1000.0,1000.0
2025-02-27,CASH,1000.0,0.0,1000.0,1000.0
2025-02-28,CASH,1000.0,0.0,1000.0,1000.0
2025-03-01,CASH,1000.0,0.0,1000.0,1000.0
2025-03-02,CASH,1000.0,0.0,1000.0,1000.0
2025-03-03,CASH,1000.0,0.0,1000.0,1000.0
2025-03-04,CASH,1000.0,0.0,1000.0,1000.0
2025-03-05,CASH,1000.0,0.0,1000.0,1000.0
2025-03-06,CASH,1000.0,0.0,1000.0,1000.0
2025-03-07,CASH,1000.0,0.0,1000.0,1000.0
2025-03-08,CASH,1000.0,0.0,1000.0,1000.0
2025-03-09,CASH,1000.0,0.0,1000.0,1000.0
2025-03-10,CASH,1000.0,0.0,1000.0,1000.0
2025-03-11,CASH,1000.0,0.0,1000.0,1000.0
2025-03-12,CASH,1000.0,0.0,1000.0,1000.0
2025-03-13,CASH,1000.0,0.0,1000.0,1000.0
2025-03-14,CASH,1000.0,0.0,1000.0,1000.0
2025-03-15,CASH,1000.0,0.0,1000.0,1000.0
2025-03-16,CASH,1000.0,0.0,1000.0,1000.0
2025-03-17,CASH,1000.0,0.0,1000.0,1000.0
2025-03-18,CASH,1000.0,0.0,1000.0,1000.0
2025-03-19,CASH,1000.0,0.0,1000.0,1000.0
2025-03-20,CASH,1000.0,0.0,1000.0,1000.0
2025-03-21,CASH,1000.0,0.0,1000.0,1000.0
2025-03-22,CASH,1000.0,0.0,1000.0,1000.0
2025-03-23,CASH,1000.0,0.0,1000.0,1000.0
2025-03-24,CASH,1000.0,0.0,1000.0,1000.0
2025-03-25,CASH,1000.0,0.0,1000.0,1000.0
2025-03-26,CASH,1000.0,0.0,1000.0,1000.0
2025-03-27,CASH,1000.0,0.0,1000.0,1000.0
2025-03-28,CASH,1000.0,0.0,1000.0,1000.0
2025-03-29,CASH,1000.0,0.0,1000.0,1000.0
2025-03-30,CASH,1000.0,0.0,1000.0,1000.0
2025-03-31,CASH,1000.0,0.0,1000.0,1000.0
2025-04-01,CASH,1000.0,0.0,1000.0,1000.0
2025-04-02,CASH,1000.0,0.0,1000.0,1000.0
2025-04-03,CASH,1000.0,0.0,1000.0,1000.0
2025-04-04,CASH,1000.0,0.0,1000.0,1000.0
2025-04-05,CASH,1000.0,0.0,1000.0,1000.0
2025-04-06,CASH,1000.0,0.0,1000.0,1000.0
2025-04-07,CASH,1000.0,0.0,1000.0,1000.0
2025-04-08,CASH,1000.0,0.0,1000.0,1000.0
2025-04-09,CASH,1000.0,0.0,1000.0,1000.0
2025-04-10,CASH,1000.0,0.0,1000.0,1000.0
2025-04-11,CASH,1000.0,0.0,1000.0,1000.0
2025-04-12,CASH,1000.0,0.0,1000.0,1000.0
2025-04-13,CASH,1000.0,0.0,1000.0,1000.0
2025-04-14,CASH,1000.0,0.0,1000.0,1000.0
2025-04-15,CASH,1000.0,0.0,1000.0,1000.0
2025-04-16,CASH,1000.0,0.0,1000.0,1000.0
2025-04-17,CASH,1000.0,0.0,1000.0,1000.0
2025-04-18,CASH,1000.0,0.0,1000.0,1000.0
2025-04-19,CASH,1000.0,0.0,1000.0,1000.0
2025-04-20,CASH,1000.0,0.0,1000.0,1000.0
2025-04-21,CASH,1000.0,0.0,1000.0,1000.0
2025-04-22,CASH,1000.0,0.0,1000.0,1000.0
2025-04-23,CASH,1000.0,0.0,1000.0,1000.0
2025-04-24,CASH,1000.0,0.0,1000.0,1000.0
2025-04-25,CASH,1000.0,0.0,1000.0,1000.0
2025-04-26,CASH,1000.0,0.0,1000.0,1000.0
2025-04-27,CASH,1000.0,0.0,1000.0,1000.0
2025-04-28,CASH,1000.0,0.0,1000.0,1000.0
2025-04-29,CASH,1000.0,0.0,1000.0,1000.0
2025-04-30,CASH,1000.0,0.0,1000.0,1000.0
2025-05-01,CASH,1000.0,0.0,1000.0,1000.0
2025-05-02,CASH,1000.0,0.0,1000.0,1000.0
2025-05-03,CASH,1000.0,0.0,1000.0,1000.0
2025-05-04,CASH,1000.0,0.0,1000.0,1000.0
2025-05-05,CASH,1000.0,0.0,1000.0,1000.0
2025-05-06,CASH,1000.0,0.0,1000.0,1000.0
2025-05-07,CASH,1000.0,0.0,1000.0,1000.0
2025-05-08,CASH,1000.0,0.0,1000.0,1000.0
2025-05-09,CASH,1000.0,0.0,1000.0,1000.0
2025-05-10,CASH,1000.0,0.0,1000.0,1000.0
2025-05-11,CASH,1000.0,0.0,1000.0,1000.0
2025-05-12,CASH,1000.0,0.0,1000.0,1000.0
2025-05-13,CASH,1000.0,0.0,1000.0,1000.0
2025-05-14,CASH,1000.0,0.0,1000.0,1000.0
2025-05-15,CASH,1000.0,0.0,1000.0,1000.0
2025-05-16,CASH,1000.0,0.0,1000.0,1000.0
2025-05-17,CASH,1000.0,0.0,1000.0,1000.0
2025-05-18,CASH,1000.0,0.0,1000.0,1000.0
2025-05-19,CASH,1000.0,0.0,1000.0,1000.0
2025-05-20,CASH,1000.0,0.0,1000.0,1000.0
2025-05-21,CASH,1000.0,0.0,1000.0,1000.0
2025-05-22,CASH,1000.0,0.0,1000.0,1000.0
2025-05-23,CASH,1000.0,0.0,1000.0,1000.0
2025-05-24,CASH,1000.0,0.0,1000.0,1000.0
2025-05-25,CASH,1000.0,0.0,1000.0,1000.0
2025-05-26,CASH,1000.0,0.0,1000.0,1000.0
2025-05-27,CASH,1000.0,0.0,1000.0,1000.0
2025-05-28,CASH,1000.0,0.0,1000.0,1000.0
2025-05-29,CASH,1000.0,0.0,1000.0,1000.0
2025-05-30,CASH,1000.0,0.0,1000.0,1000.0
2025-05-31,CASH,1000.0,0.0,1000.0,1000.0
2025-06-01,CASH,1000.0,0.0,1000.0,1000.0
2025-06-02,CASH,1000.0,0.0,1000.0,1000.0
2025-06-03,CASH,1000.0,0.0,1000.0,1000.0
2025-06-04,CASH,1000.0,0.0,1000.0,1000.0
2025-06-05,CASH,1000.0,0.0,1000.0,1000.0
2025-06-06,CASH,1000.0,0.0,1000.0,1000.0
2025-06-07,CASH,1000.0,0.0,1000.0,1000.0
2025-06-08,CASH,1000.0,0.0,1000.0,1000.0
2025-06-09,CASH,1000.0,0.0,1000.0,1000.0
2025-06-10,CASH,1000.0,0.0,1000.0,1000.0
2025-06-11,CASH,1000.0,0.0,1000.0,1000.0
2025-06-12,CASH,1000.0,0.0,1000.0,1000.0
2025-06-13,CASH,1000.0,0.0,1000.0,1000.0
2025-06-14,CASH,1000.0,0.0,1000.0,1000.0
2025-06-15,CASH,1000.0,0.0,1000.0,1000.0
2025-06-16,CASH,1000.0,0.0,1000.0,1000.0
2025-06-17,CASH,1000.0,0.0,1000.0,1000.0
2025-06-18,CASH,1000.0,0.0,1000.0,1000.0
2025-06-19,CASH,1000.0,0.0,1000.0,1000.0
2025-06-20,CASH,1000.0,0.0,1000.0,1000.0
2025-06-21,CASH,1000.0,0.0,1000.0,1000.0
2025-06-22,CASH,1000.0,0.0,1000.0,1000.0
2025-06-23,CASH,1000.0,0.0,1000.0,1000.0
2025-06-24,CASH,1000.0,0.0,1000.0,1000.0
2025-06-25,CASH,1000.0,0.0,1000.0,1000.0
2025-06-26,CASH,1000.0,0.0,1000.0,1000.0
2025-06-27,CASH,1000.0,0.0,1000.0,1000.0
2025-06-28,CASH,1000.0,0.0,1000.0,1000.0
2025-06-29,CASH,1000.0,0.0,1000.0,1000.0
2025-06-30,CASH,1000.0,0.0,1000.0,1000.0
2025-07-01,CASH,1000.0,0.0,1000.0,1000.0
2025-07-02,CASH,1000.0,0.0,1000.0,1000.0
2025-07-03,CASH,1000.0,0.0,1000.0,1000.0
2025-07-04,CASH,1000.0,0.0,1000.0,1000.0
2025-07-05,CASH,1000.0,0.0,1000.0,1000.0
2025-07-06,CASH,1000.0,0.0,1000.0,1000.0
2025-07-07,CASH,1000.0,0.0,1000.0,1000.0
2025-07-08,CASH,1000.0,0.0,1000.0,1000.0
2025-07-09,CASH,1000.0,0.0,1000.0,1000.0
2025-07-10,CASH,1000.0,0.0,1000.0,1000.0
2025-07-11,CASH,1000.0,0.0,1000.0,1000.0
2025-07-12,CASH,1000.0,0.0,1000.0,1000.0
2025-07-13,CASH,1000.0,0.0,1000.0,1000.0
2025-07-14,CASH,1000.0,0.0,1000.0,1000.0
2025-07-15,CASH,1000.0,0.0,1000.0,1000.0
2025-07-16,CASH,1000.0,0.0,1000.0,1000.0
2025-07-17,CASH,1000.0,0.0,1000.0,1000.0
2025-07-18,CASH,1000.0,0.0,1000.0,1000.0
2025-07-19,CASH,1000.0,0.0,1000.0,1000.0
2025-07-20,CASH,1000.0,0.0,1000.0,1000.0
2025-07-21,CASH,1000.0,0.0,1000.0,1000.0
2025-07-22,CASH,1000.0,0.0,1000.0,1000.0
